customer_id,stream_id,date,subscription_stopped
6,1316,2018-08-19,0
6,1762,2018-08-27,0
6,1725,2018-09-01,0
6,1630,2018-09-05,0
6,1170,2018-09-23,0
6,1050,2018-09-24,0
6,1670,2018-09-26,0
6,1631,2018-09-30,0
6,1559,2018-10-07,0
7,1505,2019-04-08,0
7,1401,2019-04-09,0
7,1440,2019-04-12,0
7,1254,2019-04-13,0
7,1520,2019-04-13,0
7,1417,2019-04-14,0
7,1349,2019-04-17,0
7,1459,2019-04-26,0
7,1740,2019-04-27,0
7,1697,2019-04-30,0
7,1489,2019-05-07,0
7,1103,2019-05-13,0
7,1695,2019-05-19,0
7,1079,2019-05-20,0
7,1259,2019-05-21,0
7,1256,2019-05-28,1
8,1118,2019-05-05,0
8,1429,2019-05-16,0
8,1715,2019-05-22,0
8,1615,2019-05-25,0
8,1091,2019-05-27,0
8,1206,2019-05-28,0
8,1614,2019-06-07,0
8,1332,2019-06-17,0
8,1016,2019-06-20,0
8,1254,2019-06-26,0
8,1550,2019-06-29,0
8,1717,2019-06-30,0
8,1274,2019-07-04,0
8,1635,2019-07-09,0
8,1775,2019-07-10,0
8,1248,2019-07-12,0
8,1052,2019-07-15,0
8,1172,2019-07-22,0
8,1240,2019-07-23,0
8,1511,2019-07-26,0
8,1178,2019-07-27,0
9,1646,2019-08-07,0
9,1732,2019-08-08,0
9,1517,2019-08-09,0
9,1469,2019-08-11,0
10,1696,2018-04-25,0
10,1601,2018-04-28,0
10,1656,2018-05-03,0
10,1697,2018-05-10,0
10,1216,2018-05-17,0
10,1067,2018-05-20,0
10,1176,2018-05-22,0
10,1533,2018-05-26,0
10,1771,2018-05-28,0
10,1644,2018-06-01,0
10,1435,2018-06-09,0
10,1177,2018-06-10,0
10,1422,2018-06-16,0
10,1455,2018-06-28,0
10,1661,2018-07-03,0
10,1465,2018-07-07,0
10,1371,2018-07-11,0
10,1308,2018-07-16,0
10,1119,2018-07-22,0
11,1087,2018-02-12,0
11,1689,2018-02-13,0
11,1019,2018-02-16,0
11,1127,2018-02-23,0
11,1357,2018-02-24,0
11,1759,2018-02-28,0
11,1607,2018-03-06,0
11,1767,2018-03-10,0
11,1627,2018-03-12,0
11,1707,2018-03-14,0
11,1297,2018-03-21,0
11,1431,2018-03-25,0
11,1390,2018-03-31,0
11,1735,2018-04-06,0
11,1466,2018-04-08,0
11,1738,2018-04-13,0
11,1680,2018-04-17,0
11,1424,2018-04-24,0
11,1592,2018-04-25,0
12,1665,2019-03-24,0
12,1215,2019-03-25,0
12,1121,2019-04-07,0
12,1404,2019-04-14,0
12,1159,2019-04-21,0
12,1591,2019-05-04,0
12,1505,2019-05-07,0
12,1320,2019-05-17,0
12,1658,2019-05-21,0
12,1142,2019-05-23,0
12,1599,2019-05-24,0
12,1113,2019-05-26,0
12,1581,2019-05-28,0
12,1264,2019-06-07,0
12,1190,2019-06-09,0
12,1430,2019-06-09,0
12,1654,2019-06-10,0
12,1543,2019-06-11,0
12,1138,2019-06-12,0
13,1273,2018-03-11,0
13,1537,2018-03-12,0
13,1510,2018-03-13,0
13,1508,2018-03-19,0
13,1338,2018-03-21,0
13,1643,2018-03-25,0
13,1601,2018-03-28,0
13,1101,2018-04-03,0
13,1639,2018-04-03,0
13,1662,2018-04-05,0
13,1271,2018-04-05,0
13,1750,2018-04-11,0
13,1372,2018-04-12,0
13,1441,2018-04-13,0
13,1261,2018-04-13,0
13,1038,2018-04-13,0
13,1260,2018-04-15,0
13,1529,2018-04-23,0
13,1247,2018-05-08,0
13,1618,2018-05-10,0
13,1553,2018-05-15,0
14,1103,2018-12-20,0
14,1648,2018-12-23,0
14,1210,2019-01-16,0
14,1359,2019-01-19,0
14,1452,2019-01-26,0
14,1653,2019-02-05,0
14,1462,2019-02-06,0
14,1539,2019-02-06,0
14,1001,2019-02-11,0
14,1062,2019-02-17,0
14,1318,2019-02-18,0
14,1626,2019-02-21,0
14,1294,2019-02-25,0
14,1450,2019-02-25,0
14,1443,2019-03-02,0
14,1183,2019-03-11,0
14,1013,2019-03-12,0
14,1024,2019-03-14,0
14,1617,2019-03-15,0
14,1426,2019-03-22,0
14,1775,2019-03-22,0
14,1508,2019-04-06,0
15,1664,2018-01-11,0
15,1601,2018-01-16,0
15,1644,2018-02-04,0
15,1598,2018-02-06,0
15,1006,2018-02-09,0
15,1398,2018-02-15,0
15,1674,2018-02-15,0
15,1005,2018-02-16,0
15,1684,2018-02-19,0
15,1079,2018-02-20,0
15,1695,2018-02-26,0
15,1086,2018-03-03,0
15,1239,2018-03-07,0
15,1361,2018-03-13,0
15,1631,2018-03-17,0
15,1264,2018-03-24,0
15,1091,2018-03-30,0
15,1392,2018-03-31,0
15,1203,2018-04-15,0
15,1697,2018-04-20,0
15,1723,2018-04-28,1
16,1678,2019-05-22,0
16,1637,2019-05-23,0
16,1311,2019-05-23,0
16,1031,2019-05-28,0
16,1570,2019-06-06,0
16,1404,2019-06-07,0
16,1674,2019-06-07,0
16,1110,2019-06-08,0
16,1570,2019-06-25,0
16,1687,2019-06-26,0
16,1381,2019-06-28,0
16,1769,2019-07-07,0
16,1173,2019-07-07,0
16,1328,2019-07-12,0
16,1119,2019-07-29,0
16,1267,2019-08-02,0
16,1205,2019-08-03,0
16,1014,2019-08-09,0
17,1395,2019-02-01,0
17,1674,2019-02-02,0
17,1653,2019-02-13,0
17,1162,2019-02-21,0
17,1195,2019-02-25,0
17,1743,2019-02-28,0
17,1121,2019-02-28,0
17,1404,2019-03-05,0
17,1280,2019-03-05,0
17,1161,2019-03-06,0
17,1681,2019-03-11,0
17,1299,2019-03-19,0
17,1472,2019-03-26,0
17,1352,2019-03-30,0
17,1071,2019-04-01,0
17,1486,2019-04-11,0
17,1104,2019-04-23,0
17,1430,2019-04-26,0
17,1250,2019-05-04,0
17,1012,2019-05-05,0
18,1439,2019-04-17,0
18,1174,2019-04-22,0
18,1185,2019-04-27,0
18,1123,2019-05-02,0
18,1710,2019-05-04,0
18,1502,2019-05-04,0
18,1658,2019-05-13,0
18,1652,2019-05-13,0
18,1237,2019-05-18,0
18,1356,2019-05-18,0
18,1371,2019-05-22,0
18,1167,2019-05-28,0
18,1582,2019-05-28,0
18,1663,2019-05-30,0
18,1549,2019-06-03,1
19,1527,2018-09-19,0
19,1731,2018-09-30,0
19,1086,2018-10-03,0
19,1695,2018-10-09,0
19,1365,2018-11-02,0
19,1689,2018-11-06,0
19,1203,2018-11-07,0
19,1286,2018-11-10,0
19,1251,2018-11-10,0
19,1068,2018-11-15,0
19,1549,2018-11-19,0
19,1684,2018-11-23,0
19,1116,2018-12-01,0
19,1225,2018-12-02,0
19,1091,2018-12-10,0
19,1578,2018-12-11,0
19,1095,2018-12-15,0
19,1396,2018-12-15,0
19,1409,2018-12-16,0
19,1208,2018-12-26,0
19,1226,2019-01-12,0
19,1722,2019-01-14,0
20,1015,2019-04-13,0
20,1597,2019-04-21,0
20,1679,2019-04-25,0
20,1004,2019-05-06,0
20,1722,2019-05-06,0
20,1299,2019-05-10,0
20,1153,2019-05-19,0
20,1273,2019-06-10,0
20,1586,2019-06-16,0
20,1039,2019-06-18,0
20,1088,2019-06-19,0
20,1764,2019-06-24,0
20,1192,2019-07-01,0
20,1097,2019-07-01,0
20,1216,2019-07-02,0
20,1461,2019-07-07,0
20,1184,2019-07-16,0
20,1189,2019-07-16,0
20,1176,2019-07-24,0
20,1770,2019-07-24,0
21,1630,2019-05-21,0
21,1308,2019-05-28,0
21,1014,2019-05-28,0
21,1204,2019-05-29,0
21,1741,2019-06-02,0
21,1618,2019-06-05,0
21,1131,2019-06-11,0
21,1708,2019-06-12,0
21,1364,2019-06-16,0
21,1277,2019-06-17,0
21,1689,2019-06-30,0
21,1303,2019-07-02,0
21,1467,2019-07-03,0
21,1355,2019-07-04,0
21,1053,2019-07-06,0
21,1081,2019-07-15,0
22,1440,2019-05-09,0
22,1755,2019-05-15,0
22,1212,2019-05-27,0
22,1469,2019-06-01,0
22,1340,2019-06-14,0
22,1384,2019-06-14,0
22,1357,2019-06-17,0
22,1649,2019-06-19,0
22,1125,2019-07-02,0
22,1336,2019-07-04,0
22,1110,2019-07-04,0
22,1198,2019-07-07,0
22,1767,2019-07-09,0
22,1677,2019-07-11,0
22,1257,2019-07-18,0
22,1770,2019-07-21,0
22,1471,2019-07-30,0
22,1110,2019-08-01,0
22,1410,2019-08-07,0
22,1577,2019-08-12,0
23,1121,2019-03-05,0
23,1755,2019-03-10,0
23,1414,2019-03-11,0
23,1176,2019-03-27,0
23,1534,2019-04-05,0
23,1127,2019-04-10,0
23,1532,2019-04-12,0
23,1118,2019-04-14,0
23,1159,2019-04-30,0
23,1648,2019-05-01,0
23,1273,2019-05-07,0
23,1151,2019-05-09,0
23,1308,2019-05-10,0
23,1668,2019-05-11,0
23,1014,2019-05-12,0
23,1230,2019-05-19,0
23,1089,2019-05-23,0
23,1095,2019-05-27,0
23,1695,2019-06-04,0
23,1221,2019-06-09,0
24,1363,2019-05-28,0
24,1074,2019-05-29,0
24,1330,2019-05-30,0
24,1284,2019-06-06,0
24,1713,2019-06-08,0
24,1567,2019-06-08,0
24,1231,2019-06-09,0
24,1425,2019-06-11,0
24,1542,2019-06-16,0
24,1718,2019-06-17,0
24,1212,2019-06-23,0
24,1355,2019-07-02,0
24,1306,2019-07-22,0
24,1368,2019-07-28,0
24,1363,2019-07-30,0
24,1132,2019-08-07,0
24,1034,2019-08-09,0
24,1740,2019-08-11,1
25,1007,2019-06-03,0
25,1433,2019-06-03,0
25,1613,2019-06-09,0
25,1388,2019-06-11,0
25,1199,2019-06-13,0
25,1011,2019-06-14,0
25,1188,2019-06-18,0
25,1332,2019-06-25,0
25,1235,2019-06-27,0
25,1078,2019-07-03,0
25,1219,2019-07-10,0
25,1689,2019-07-20,0
25,1683,2019-07-21,0
25,1325,2019-07-24,0
25,1044,2019-07-30,0
25,1503,2019-08-01,0
25,1376,2019-08-06,0
25,1038,2019-08-11,1
26,1273,2018-10-06,0
26,1431,2018-10-07,0
26,1548,2018-10-09,0
26,1057,2018-10-12,0
26,1403,2018-10-19,0
26,1139,2018-10-21,0
26,1454,2018-10-23,0
26,1182,2018-10-24,0
26,1703,2018-11-02,0
26,1086,2018-11-03,0
26,1743,2018-11-09,0
26,1518,2018-11-21,0
26,1265,2018-11-25,0
26,1727,2018-11-29,0
26,1476,2018-12-05,0
26,1332,2018-12-09,0
26,1365,2018-12-16,0
26,1190,2018-12-22,0
26,1151,2018-12-23,0
26,1425,2018-12-23,0
26,1550,2018-12-24,0
26,1244,2019-01-01,0
26,1555,2019-01-04,0
26,1512,2019-01-05,0
26,1049,2019-01-13,0
27,1508,2018-06-07,0
27,1583,2018-06-13,0
27,1471,2018-06-14,0
27,1631,2018-06-26,0
27,1142,2018-07-04,0
27,1405,2018-07-04,0
27,1761,2018-07-08,0
27,1739,2018-07-16,0
27,1142,2018-07-25,0
27,1398,2018-07-30,0
27,1621,2018-08-04,0
27,1024,2018-08-05,0
27,1727,2018-08-09,0
27,1325,2018-08-19,0
27,1157,2018-08-23,0
27,1094,2018-08-23,0
27,1604,2018-08-27,0
27,1299,2018-08-28,0
27,1589,2018-09-09,0
27,1712,2018-09-18,0
27,1314,2018-09-18,0
27,1074,2018-09-19,0
27,1040,2018-10-04,0
27,1775,2018-10-25,1
28,1152,2018-01-25,0
28,1380,2018-01-28,0
28,1642,2018-01-29,0
28,1275,2018-01-29,0
28,1699,2018-02-04,0
28,1559,2018-02-07,0
28,1294,2018-02-18,0
28,1033,2018-02-24,0
28,1176,2018-03-06,0
28,1567,2018-03-07,0
28,1514,2018-03-22,0
28,1022,2018-03-23,0
28,1189,2018-03-28,0
28,1401,2018-04-07,0
28,1217,2018-04-26,0
28,1140,2018-05-05,0
28,1567,2018-05-08,0
28,1150,2018-05-08,0
28,1655,2018-05-11,0
28,1231,2018-05-24,0
28,1153,2018-05-27,0
28,1137,2018-05-29,0
28,1265,2018-05-30,0
29,1713,2019-07-19,0
29,1253,2019-07-20,0
29,1428,2019-07-25,0
29,1010,2019-07-26,0
29,1187,2019-08-01,0
29,1544,2019-08-04,0
29,1733,2019-08-06,0
29,1322,2019-08-08,0
29,1482,2019-08-11,0
29,1556,2019-08-12,0
29,1480,2019-08-12,0
30,1334,2018-03-28,0
30,1546,2018-03-30,0
30,1059,2018-04-09,0
30,1628,2018-04-09,0
30,1251,2018-04-14,0
30,1428,2018-04-22,0
30,1754,2018-04-30,0
30,1310,2018-05-05,0
30,1013,2018-05-05,0
30,1393,2018-05-11,0
30,1690,2018-05-13,0
30,1298,2018-05-20,0
30,1256,2018-06-06,0
30,1749,2018-06-10,0
30,1071,2018-06-11,0
30,1671,2018-06-15,0
30,1766,2018-06-25,0
30,1514,2018-07-12,0
30,1661,2018-07-16,0
30,1666,2018-07-25,0
31,1124,2019-06-06,0
31,1304,2019-06-09,0
31,1523,2019-06-15,0
31,1655,2019-06-26,0
31,1523,2019-07-10,0
31,1527,2019-07-13,0
31,1772,2019-07-26,0
31,1279,2019-07-27,0
31,1071,2019-07-28,0
31,1468,2019-07-31,0
31,1087,2019-07-31,0
31,1165,2019-08-02,0
31,1602,2019-08-03,0
31,1166,2019-08-07,0
31,1289,2019-08-08,0
31,1434,2019-08-09,0
31,1149,2019-08-10,0
32,1622,2019-04-08,0
32,1289,2019-04-12,0
32,1054,2019-04-13,0
32,1182,2019-04-18,0
32,1567,2019-04-19,0
32,1001,2019-04-23,0
32,1246,2019-04-28,0
32,1009,2019-05-05,0
32,1301,2019-05-08,0
32,1283,2019-05-13,0
32,1079,2019-05-14,0
32,1620,2019-05-14,0
32,1704,2019-05-15,0
32,1007,2019-05-16,0
32,1467,2019-05-24,0
32,1614,2019-06-14,0
32,1664,2019-06-17,0
32,1651,2019-06-19,0
32,1063,2019-06-21,0
32,1030,2019-07-06,0
32,1510,2019-07-06,0
32,1461,2019-07-09,0
33,1758,2018-05-18,0
33,1585,2018-05-26,0
33,1212,2018-06-02,0
33,1730,2018-06-03,0
33,1088,2018-06-05,0
33,1654,2018-06-06,0
33,1468,2018-06-08,0
33,1278,2018-06-11,0
33,1354,2018-06-14,0
33,1477,2018-06-14,0
33,1214,2018-06-20,0
33,1169,2018-06-22,0
33,1144,2018-06-23,0
33,1513,2018-06-28,0
33,1195,2018-06-30,0
33,1286,2018-07-01,0
33,1491,2018-07-06,0
33,1378,2018-07-14,0
33,1354,2018-07-27,0
33,1509,2018-08-01,0
33,1040,2018-08-24,0
33,1682,2018-08-27,0
34,1062,2019-01-23,0
34,1671,2019-01-26,0
34,1689,2019-02-01,0
34,1089,2019-02-10,0
34,1021,2019-02-16,0
34,1077,2019-02-26,0
34,1023,2019-02-28,0
34,1041,2019-03-03,0
34,1479,2019-03-06,0
34,1680,2019-03-06,0
34,1606,2019-03-09,0
34,1436,2019-03-14,0
34,1128,2019-03-17,0
34,1211,2019-03-23,0
34,1344,2019-03-24,0
34,1107,2019-03-31,0
34,1364,2019-04-10,0
34,1177,2019-04-12,0
34,1520,2019-04-16,0
34,1244,2019-04-20,0
34,1600,2019-04-30,1
35,1085,2019-03-02,0
35,1291,2019-03-03,0
35,1373,2019-03-17,0
35,1670,2019-03-18,0
35,1044,2019-03-18,0
35,1047,2019-03-20,0
35,1750,2019-03-24,0
35,1590,2019-03-27,0
35,1228,2019-04-21,0
35,1757,2019-04-23,0
35,1212,2019-04-25,0
35,1558,2019-04-28,0
35,1496,2019-05-01,0
35,1037,2019-05-01,0
35,1397,2019-05-07,0
35,1202,2019-05-12,0
35,1530,2019-05-12,1
36,1183,2019-03-11,0
36,1471,2019-03-16,0
36,1714,2019-03-17,0
36,1269,2019-03-18,0
36,1637,2019-03-21,0
36,1244,2019-03-22,0
36,1275,2019-03-28,0
36,1495,2019-03-28,0
36,1660,2019-04-03,0
36,1654,2019-04-05,0
36,1688,2019-04-08,0
37,1276,2018-05-28,0
37,1198,2018-05-28,0
37,1386,2018-06-01,0
37,1741,2018-06-05,0
37,1087,2018-06-06,0
37,1275,2018-06-07,0
37,1754,2018-06-07,0
37,1499,2018-06-10,0
37,1287,2018-06-11,0
37,1481,2018-06-13,0
37,1698,2018-06-15,0
37,1416,2018-07-07,0
37,1351,2018-07-13,0
37,1005,2018-07-13,0
37,1405,2018-08-09,0
37,1652,2018-08-10,0
37,1134,2018-08-15,0
37,1732,2018-08-15,0
37,1365,2018-08-15,0
37,1530,2018-08-16,0
37,1449,2018-08-26,1
38,1013,2018-09-26,0
38,1129,2018-10-08,0
38,1214,2018-10-10,0
38,1576,2018-10-22,0
38,1072,2018-10-27,0
38,1399,2018-11-02,0
38,1015,2018-11-08,0
38,1070,2018-11-10,0
38,1620,2018-11-25,0
38,1736,2018-12-17,0
38,1186,2018-12-21,0
38,1670,2018-12-31,0
38,1425,2019-01-08,0
38,1125,2019-02-10,0
38,1452,2019-02-18,0
38,1706,2019-02-23,0
38,1150,2019-02-23,0
38,1021,2019-02-26,0
38,1687,2019-03-02,0
38,1565,2019-03-04,0
38,1606,2019-03-05,0
38,1640,2019-03-05,0
38,1203,2019-03-07,0
38,1403,2019-03-09,0
38,1217,2019-03-11,0
38,1646,2019-03-12,0
38,1179,2019-03-20,0
39,1000,2019-05-23,0
39,1097,2019-05-31,0
39,1734,2019-06-04,0
39,1744,2019-06-08,0
39,1424,2019-06-09,0
39,1710,2019-06-11,0
39,1556,2019-06-18,0
39,1656,2019-06-19,0
39,1295,2019-06-20,0
39,1638,2019-06-25,0
39,1581,2019-06-27,0
39,1688,2019-07-08,0
39,1473,2019-07-12,0
39,1704,2019-07-14,0
39,1119,2019-07-30,0
39,1117,2019-07-31,0
39,1067,2019-08-03,0
39,1553,2019-08-08,0
39,1363,2019-08-11,1
40,1410,2019-02-18,0
40,1727,2019-02-19,0
40,1283,2019-02-22,0
40,1177,2019-02-26,0
40,1105,2019-03-01,0
40,1625,2019-03-03,0
40,1361,2019-03-04,0
40,1330,2019-03-08,0
40,1427,2019-03-08,0
40,1305,2019-03-10,0
40,1719,2019-03-12,0
40,1358,2019-03-13,0
40,1541,2019-03-27,0
40,1183,2019-03-29,0
40,1698,2019-04-11,0
40,1091,2019-04-22,1
41,1419,2019-06-13,0
41,1207,2019-06-14,0
41,1688,2019-06-24,0
41,1624,2019-06-24,0
41,1380,2019-06-25,0
41,1328,2019-06-30,0
41,1192,2019-07-07,0
41,1649,2019-07-11,0
41,1180,2019-07-14,0
41,1090,2019-07-14,0
41,1001,2019-07-15,0
41,1278,2019-07-19,0
41,1126,2019-07-22,0
41,1424,2019-07-23,0
41,1729,2019-07-26,0
41,1218,2019-07-27,0
41,1240,2019-07-27,0
41,1555,2019-07-30,0
42,1447,2019-01-15,0
42,1550,2019-01-15,0
42,1265,2019-01-22,0
42,1669,2019-01-23,0
42,1664,2019-02-05,0
42,1083,2019-02-15,0
42,1017,2019-02-16,0
42,1534,2019-02-20,0
42,1414,2019-02-21,0
42,1142,2019-02-28,0
42,1758,2019-03-05,0
42,1081,2019-03-09,0
42,1153,2019-03-10,0
42,1420,2019-03-11,0
42,1030,2019-03-12,0
42,1154,2019-03-14,0
42,1086,2019-03-19,0
42,1139,2019-03-20,0
43,1100,2018-08-19,0
43,1460,2018-09-04,0
43,1196,2018-09-10,0
43,1453,2018-09-12,0
43,1527,2018-09-18,0
43,1585,2018-09-27,0
43,1323,2018-09-30,0
43,1772,2018-10-13,0
43,1024,2018-10-21,0
43,1627,2018-10-26,0
43,1227,2018-10-27,0
43,1601,2018-10-28,0
43,1297,2018-10-29,0
43,1378,2018-10-29,0
43,1546,2018-11-14,0
43,1529,2018-11-15,0
43,1514,2018-11-16,0
43,1046,2018-11-21,0
43,1655,2018-11-27,0
43,1279,2018-11-28,0
43,1680,2018-12-06,0
43,1092,2018-12-06,0
43,1370,2018-12-09,1
44,1228,2018-05-02,0
44,1700,2018-05-10,0
44,1639,2018-05-18,0
44,1004,2018-05-22,0
44,1595,2018-05-22,0
44,1531,2018-05-31,0
44,1657,2018-06-02,0
44,1575,2018-06-02,0
44,1016,2018-06-05,0
44,1082,2018-06-07,0
44,1432,2018-06-13,0
44,1509,2018-06-17,0
44,1479,2018-06-22,0
44,1482,2018-06-25,0
44,1019,2018-07-02,0
44,1704,2018-07-02,0
44,1082,2018-07-04,0
44,1003,2018-07-09,0
44,1318,2018-07-28,0
44,1316,2018-07-29,0
44,1727,2018-08-02,1
45,1405,2019-01-09,0
45,1262,2019-01-20,0
45,1254,2019-02-06,0
45,1075,2019-02-08,0
45,1107,2019-02-10,0
45,1441,2019-02-23,0
45,1657,2019-02-28,0
45,1208,2019-03-01,0
45,1672,2019-03-02,0
45,1319,2019-03-06,0
45,1188,2019-03-10,0
45,1204,2019-03-11,0
45,1315,2019-03-12,0
45,1029,2019-03-18,0
45,1262,2019-03-19,0
45,1316,2019-03-23,0
45,1426,2019-04-03,0
45,1685,2019-04-04,0
45,1376,2019-04-08,0
45,1532,2019-04-14,0
45,1528,2019-04-15,0
45,1189,2019-04-16,0
45,1333,2019-04-20,0
46,1053,2019-07-25,0
46,1491,2019-08-01,0
46,1252,2019-08-02,0
46,1657,2019-08-03,0
46,1635,2019-08-07,0
46,1642,2019-08-09,0
46,1242,2019-08-10,0
46,1165,2019-08-11,0
47,1308,2018-08-17,0
47,1381,2018-08-21,0
47,1492,2018-08-22,0
47,1381,2018-08-23,0
47,1129,2018-08-27,0
47,1674,2018-09-03,0
47,1677,2018-09-03,0
47,1316,2018-09-06,0
47,1506,2018-09-12,0
47,1398,2018-09-14,0
47,1015,2018-09-26,0
47,1346,2018-09-30,0
47,1552,2018-10-10,0
47,1392,2018-10-11,0
47,1586,2018-10-24,0
47,1613,2018-11-03,0
47,1095,2018-11-03,0
47,1413,2018-11-11,0
47,1688,2018-11-14,0
47,1373,2018-11-18,0
47,1601,2018-12-02,0
47,1191,2018-12-05,0
48,1443,2018-01-21,0
48,1716,2018-01-23,0
48,1687,2018-01-25,0
48,1486,2018-01-31,0
48,1351,2018-01-31,0
48,1740,2018-02-12,0
48,1742,2018-02-15,0
48,1049,2018-03-04,0
48,1743,2018-03-20,0
48,1716,2018-03-24,0
48,1189,2018-04-06,0
48,1070,2018-04-11,0
48,1487,2018-04-15,0
48,1394,2018-04-23,0
48,1115,2018-04-30,0
48,1196,2018-05-03,0
48,1360,2018-05-08,0
48,1288,2018-05-09,0
48,1203,2018-05-18,0
48,1164,2018-05-22,0
48,1033,2018-05-26,0
48,1694,2018-05-30,0
48,1366,2018-05-31,0
48,1253,2018-06-03,0
48,1576,2018-06-09,0
48,1534,2018-06-17,0
49,1746,2019-05-27,0
49,1120,2019-06-02,0
49,1327,2019-06-06,0
49,1401,2019-06-09,0
49,1117,2019-06-16,0
49,1283,2019-06-21,0
49,1443,2019-06-24,0
49,1513,2019-06-28,0
49,1375,2019-06-29,0
49,1473,2019-07-01,0
49,1109,2019-07-12,0
49,1408,2019-07-17,0
49,1417,2019-07-17,0
49,1712,2019-07-25,0
49,1120,2019-07-27,0
49,1731,2019-08-01,0
49,1730,2019-08-06,0
49,1094,2019-08-10,0
49,1733,2019-08-11,0
50,1379,2019-06-09,0
50,1455,2019-06-18,0
50,1028,2019-06-19,0
50,1496,2019-06-24,0
50,1307,2019-06-25,0
50,1605,2019-06-29,0
50,1509,2019-07-01,0
50,1245,2019-07-04,0
50,1643,2019-07-15,0
50,1609,2019-07-23,0
50,1409,2019-07-26,0
50,1054,2019-08-04,0
50,1215,2019-08-04,0
50,1021,2019-08-04,0
50,1342,2019-08-05,0
50,1312,2019-08-11,1
51,1196,2018-06-22,0
51,1753,2018-06-30,0
51,1037,2018-07-06,0
51,1428,2018-07-08,0
51,1146,2018-07-12,0
51,1517,2018-07-26,0
51,1446,2018-07-28,0
51,1618,2018-07-30,0
51,1769,2018-07-30,0
51,1277,2018-07-31,0
51,1179,2018-08-16,0
51,1419,2018-08-22,0
51,1729,2018-08-25,0
51,1431,2018-09-16,0
51,1486,2018-09-20,0
51,1355,2018-09-24,0
51,1467,2018-09-25,0
51,1540,2018-10-09,0
51,1023,2018-10-12,0
51,1733,2018-10-13,0
51,1344,2018-10-14,0
51,1497,2018-10-20,0
51,1283,2018-10-23,0
51,1556,2018-11-03,0
51,1596,2018-11-09,0
52,1292,2018-03-21,0
52,1183,2018-04-07,0
52,1677,2018-04-10,0
52,1162,2018-04-11,0
52,1136,2018-04-17,0
52,1536,2018-04-21,0
52,1416,2018-04-24,0
52,1688,2018-04-29,0
52,1446,2018-04-30,0
52,1357,2018-05-02,0
